,symbol,expiration,strike,last,type,volume,open_interest,implied_volatility,delta,gamma,theta,vega,rho,T,bs_price,adjusted_price
453,MSFT,2025-04-04,392.5,12.95,put,7,52,0.25428,-0.63967,0.01778,-0.20099,0.30975,-0.12041,0.0410958904109589,10.10001012200027,12.95
454,MSFT,2025-04-04,395.0,4.1,call,118,831,0.25108,0.31561,0.01711,-0.23118,0.29427,0.05446,0.0410958904109589,5.157265216551906,4.1
455,MSFT,2025-04-04,395.0,15.13,put,8,598,0.25153,-0.68404,0.01709,-0.18492,0.29441,-0.12909,0.0410958904109589,11.539963333531603,15.13
456,MSFT,2025-04-04,397.5,3.35,call,68,103,0.24925,0.27385,0.01614,-0.2141,0.2756,0.04734,0.0410958904109589,4.251710037934288,3.35
458,MSFT,2025-04-04,400.0,2.72,call,278,1128,0.24544,0.23277,0.01505,-0.19291,0.25301,0.04033,0.0410958904109589,3.409108169876191,2.72
459,MSFT,2025-04-04,400.0,18.45,put,59,598,0.25077,-0.7621,0.01491,-0.152,0.25607,-0.14475,0.0410958904109589,14.91182516682602,18.45
460,MSFT,2025-04-04,402.5,2.11,call,16,25,0.24239,0.19526,0.01375,-0.17145,0.22838,0.03389,0.0410958904109589,2.7040419012337225,2.7367783845110085
461,MSFT,2025-04-04,402.5,20.79,put,1,7,0.24163,-0.80554,0.01376,-0.12285,0.22782,-0.15333,0.0410958904109589,16.53905296695683,16.7388281877447
462,MSFT,2025-04-04,405.0,1.68,call,360,959,0.24117,0.16299,0.01234,-0.15179,0.20383,0.02833,0.0410958904109589,2.149123016029364,1.68
463,MSFT,2025-04-04,405.0,23.65,put,21,536,0.24772,-0.83018,0.01233,-0.11206,0.20931,-0.15876,0.0410958904109589,18.645936948798806,23.65
464,MSFT,2025-04-04,407.5,1.34,call,61,47,0.23903,0.13333,0.01088,-0.13118,0.17818,0.02321,0.0410958904109589,1.667736085137065,1.6835011943498657
465,MSFT,2025-04-04,407.5,26.0,put,4,5,0.22074,-0.88627,0.01054,-0.06029,0.15939,-0.16956,0.0410958904109589,20.161687118193754,20.332990892793486
466,MSFT,2025-04-04,410.0,1.0,call,760,1104,0.23751,0.10794,0.00944,-0.11204,0.15353,0.01882,0.0410958904109589,1.283867158068226,1.0
467,MSFT,2025-04-04,410.0,26.8,put,19,433,0.24498,-0.88459,0.0096,-0.07263,0.16106,-0.17048,0.0410958904109589,22.75431733144825,26.8
468,MSFT,2025-04-04,415.0,0.58,call,176,1488,0.23583,0.06879,0.00679,-0.07911,0.10964,0.01202,0.0410958904109589,0.7438009143601505,0.58
469,MSFT,2025-04-04,415.0,32.03,put,14,464,0.2622,-0.90826,0.00759,-0.06007,0.13633,-0.17693,0.0410958904109589,27.43803130730862,32.03
470,MSFT,2025-04-04,420.0,0.33,call,279,1600,0.23538,0.04239,0.00464,-0.05364,0.07476,0.00742,0.0410958904109589,0.4188478269546181,0.33
471,MSFT,2025-04-04,420.0,36.81,put,9,182,0.30031,-0.90962,0.00655,-0.07336,0.13483,-0.17955,0.0410958904109589,32.49416857846393,36.81
472,MSFT,2025-04-04,425.0,0.21,call,63,1511,0.24269,0.02898,0.00329,-0.04035,0.05472,0.00507,0.0410958904109589,0.27142562009460747,0.21
474,MSFT,2025-04-04,430.0,0.15,call,40,1782,0.25047,0.02009,0.00234,-0.03053,0.04022,0.00352,0.0410958904109589,0.17921765455666083,0.15
476,MSFT,2025-04-04,435.0,0.1,call,151,1482,0.25336,0.01257,0.00155,-0.02061,0.02691,0.0022,0.0410958904109589,0.10436978971688937,0.1
478,MSFT,2025-04-04,440.0,0.07,call,8,455,0.2648,0.00964,0.00118,-0.01706,0.02136,0.00169,0.0410958904109589,0.07798667946953586,0.07
480,MSFT,2025-04-04,445.0,0.05,call,0,1499,0.27272,0.0069,0.00085,-0.01308,0.01592,0.00121,0.0410958904109589,0.05353304224412314,0.05
482,MSFT,2025-04-04,450.0,0.06,call,3,321,0.27516,0.00429,0.00055,-0.00864,0.01044,0.00075,0.0410958904109589,0.031043308132435277,0.06
484,MSFT,2025-04-04,455.0,0.03,call,0,76,0.29223,0.00407,0.0005,-0.00874,0.00996,0.00071,0.0410958904109589,0.02980988174748611,0.03
486,MSFT,2025-04-04,460.0,0.03,call,203,122,0.309,0.00387,0.00045,-0.00883,0.00952,0.00068,0.0410958904109589,0.028747375015891974,0.03
488,MSFT,2025-04-04,465.0,0.11,call,0,175,0.29376,0.00146,0.0002,-0.00348,0.00395,0.00026,0.0410958904109589,0.009209774759033729,0.11
490,MSFT,2025-04-04,470.0,0.04,call,0,73,0.3087,0.0014,0.00018,-0.00351,0.0038,0.00025,0.0410958904109589,0.008899820940681091,0.04
492,MSFT,2025-04-04,475.0,0.02,call,0,16,0.32333,0.00134,0.00016,-0.00353,0.00365,0.00023,0.0410958904109589,0.008600780652645246,0.008602419101359575
494,MSFT,2025-04-04,480.0,0.04,call,0,41,0.33781,0.00129,0.00015,-0.00355,0.00352,0.00023,0.0410958904109589,0.008356169373951172,0.008357702731031291
496,MSFT,2025-04-04,485.0,0.02,call,1,21,0.35214,0.00125,0.00014,-0.00358,0.00341,0.00022,0.0410958904109589,0.008154578706135618,0.008156026143855957
498,MSFT,2025-04-04,490.0,0.01,call,0,4,0.36617,0.0012,0.00013,-0.0036,0.0033,0.00021,0.0410958904109589,0.007946947597025522,0.007948310498538412
500,MSFT,2025-04-04,495.0,0.02,call,0,19,0.38004,0.00116,0.00012,-0.00362,0.0032,0.0002,0.0410958904109589,0.007768127190242946,0.007769416699356527
502,MSFT,2025-04-04,500.0,0.01,call,1,109,0.3936,0.00112,0.00011,-0.00363,0.0031,0.0002,0.0410958904109589,0.00757600866394853,0.01
504,MSFT,2025-04-04,505.0,0.01,call,0,3,0.40717,0.00109,0.00011,-0.00366,0.00302,0.00019,0.0410958904109589,0.00744516833854364,0.007446333507388621
506,MSFT,2025-04-04,510.0,0.11,call,0,1,0.42043,0.00106,0.0001,-0.00367,0.00293,0.00018,0.0410958904109589,0.0072954118587977845,0.007296517113694393
510,MSFT,2025-04-04,520.0,0.05,call,0,1,0.4465,0.001,9e-05,-0.0037,0.00279,0.00017,0.0410958904109589,0.007041909802116775,0.0070429238371282794
528,MSFT,2025-04-11,260.0,133.5,call,0,1,0.79314,0.97867,0.00066,-0.11281,0.05029,0.16466,0.06027397260273973,129.03566881529068,129.3643871815976
533,MSFT,2025-04-11,280.0,0.1,put,1,10,0.49299,-0.00502,0.0003,-0.01442,0.01427,-0.00132,0.06027397260273973,0.03995474602357363,0.039983853056051795
535,MSFT,2025-04-11,290.0,0.13,put,9,6,0.46067,-0.00716,0.00044,-0.01842,0.01954,-0.00188,0.06027397260273973,0.05596147922694583,0.056017384744693546
538,MSFT,2025-04-11,300.0,90.36,call,0,5,0.46601,0.98378,0.00088,-0.07338,0.03983,0.19243,0.06027397260273973,88.87801626164486,89.05892746374545
539,MSFT,2025-04-11,300.0,0.18,put,19,31,0.43476,-0.01117,0.00069,-0.02562,0.02887,-0.00293,0.06027397260273973,0.08917972201197477,0.08931152964110847
540,MSFT,2025-04-11,305.0,78.48,call,1,0,0.36144,0.99459,0.00044,-0.0473,0.01524,0.19857,0.06027397260273973,83.76599015291168,83.83166268919156
542,MSFT,2025-04-11,310.0,84.83,call,0,6000,0.45061,0.97284,0.00141,-0.09321,0.06161,0.19609,0.06027397260273973,79.03527898488232,84.83
543,MSFT,2025-04-11,310.0,0.29,put,26,6026,0.40824,-0.01732,0.00107,-0.03501,0.04213,-0.00454,0.06027397260273973,0.14067277893279018,0.29
545,MSFT,2025-04-11,315.0,0.38,put,10,20,0.39467,-0.02151,0.00133,-0.04062,0.05064,-0.00563,0.06027397260273973,0.17600463060077498,0.17646197863339108
547,MSFT,2025-04-11,320.0,0.47,put,288,403,0.38339,-0.02743,0.00168,-0.04832,0.06212,-0.00719,0.06027397260273973,0.22971069355558438,0.47
548,MSFT,2025-04-11,325.0,59.1,call,0,0,0.37882,0.96265,0.00219,-0.09992,0.08014,0.20329,0.06027397260273973,64.13248805662033,64.39648944370542
549,MSFT,2025-04-11,325.0,0.58,put,54,633,0.37028,-0.03429,0.00209,-0.05602,0.07472,-0.00898,0.06027397260273973,0.290644939984702,0.58
550,MSFT,2025-04-11,330.0,54.3,call,4,1,0.3654,0.95365,0.0027,-0.10951,0.09546,0.20421,0.06027397260273973,59.23319420567816,59.523910722839624
551,MSFT,2025-04-11,330.0,0.66,put,21,176,0.3587,-0.04354,0.00262,-0.06577,0.09077,-0.01141,0.06027397260273973,0.3778818718008701,0.66
552,MSFT,2025-04-11,335.0,47.85,call,0,2,0.35412,0.94136,0.00336,-0.12174,0.11506,0.20426,0.06027397260273973,54.3743027551277,54.696253001740814
553,MSFT,2025-04-11,335.0,0.85,put,44,174,0.34635,-0.05486,0.00326,-0.07618,0.10918,-0.01437,0.06027397260273973,0.48577398608927425,0.85
555,MSFT,2025-04-11,340.0,0.99,put,30,133,0.33431,-0.06929,0.00405,-0.08797,0.13101,-0.01816,0.06027397260273973,0.6285145414921303,0.99
556,MSFT,2025-04-11,345.0,40.75,call,5,1,0.33324,0.9057,0.00513,-0.15111,0.16531,0.20144,0.06027397260273973,44.80156380974404,45.183362736530675
557,MSFT,2025-04-11,345.0,1.42,put,2,251,0.32211,-0.08735,0.00501,-0.10068,0.15619,-0.0229,0.06027397260273973,0.8126590667072264,1.42
558,MSFT,2025-04-11,350.0,43.5,call,0,5,0.33446,0.87337,0.00632,-0.17772,0.20428,0.19613,0.06027397260273973,40.28816877543761,40.71240319264297
559,MSFT,2025-04-11,350.0,1.79,put,21,244,0.31175,-0.11129,0.00618,-0.11584,0.18647,-0.02919,0.06027397260273973,1.078160787690262,1.79
560,MSFT,2025-04-11,355.0,31.2,call,35,0,0.33004,0.83868,0.00754,-0.19973,0.24057,0.19019,0.06027397260273973,35.83380021028904,36.278336418797785
561,MSFT,2025-04-11,355.0,2.25,put,9,155,0.30184,-0.14144,0.00755,-0.1319,0.22041,-0.03713,0.06027397260273973,1.4355181164791162,2.25
562,MSFT,2025-04-11,360.0,26.95,call,4,9,0.30473,0.81204,0.009,-0.20196,0.26511,0.18653,0.06027397260273973,31.075865952912466,31.501776233730105
563,MSFT,2025-04-11,360.0,3.15,put,19,277,0.293,-0.17936,0.00909,-0.14866,0.25747,-0.04714,0.06027397260273973,1.927212380602434,3.15
564,MSFT,2025-04-11,365.0,23.45,call,14,13,0.28934,0.77113,0.01064,-0.21181,0.2978,0.17902,0.06027397260273973,26.61639299101853,27.02687100372602
565,MSFT,2025-04-11,365.0,3.8,put,13,1241,0.28446,-0.22541,0.01073,-0.16427,0.29525,-0.05933,0.06027397260273973,2.578763789559531,3.8
566,MSFT,2025-04-11,370.0,18.85,call,18,19,0.28095,0.71691,0.01225,-0.22509,0.3328,0.16789,0.06027397260273973,22.5004890067608,22.88867869334994
567,MSFT,2025-04-11,370.0,4.95,put,143,428,0.27699,-0.28066,0.01237,-0.1779,0.33143,-0.07401,0.06027397260273973,3.4548381271880544,4.95
568,MSFT,2025-04-11,375.0,16.13,call,5,111,0.2744,0.65355,0.01367,-0.23528,0.3629,0.15422,0.06027397260273973,18.683494133188105,16.13
569,MSFT,2025-04-11,375.0,6.47,put,15,187,0.26983,-0.34442,0.01388,-0.18713,0.36211,-0.09103,0.06027397260273973,4.588481894242605,6.47
570,MSFT,2025-04-11,380.0,12.8,call,52,110,0.26571,0.58363,0.01493,-0.23743,0.38368,0.13875,0.06027397260273973,15.089966396911649,12.8
571,MSFT,2025-04-11,380.0,8.6,put,28,476,0.26388,-0.41599,0.01503,-0.19099,0.3836,-0.11026,0.06027397260273973,6.062111966940819,8.6
572,MSFT,2025-04-11,385.0,10.0,call,97,357,0.25839,0.50717,0.0157,-0.23306,0.39227,0.12135,0.06027397260273973,11.880726544256532,10.0
573,MSFT,2025-04-11,385.0,10.6,put,68,264,0.25702,-0.49293,0.01578,-0.1864,0.39227,-0.13107,0.06027397260273973,7.851129469186731,10.6
574,MSFT,2025-04-11,390.0,7.5,call,309,308,0.25275,0.42772,0.01579,-0.22176,0.38588,0.10291,0.06027397260273973,9.11663991630661,7.5
575,MSFT,2025-04-11,390.0,12.8,put,30,250,0.2523,-0.57246,0.01581,-0.17523,0.38585,-0.15283,0.06027397260273973,10.105967433775561,12.8
576,MSFT,2025-04-11,395.0,5.3,call,72,346,0.24574,0.34776,0.01529,-0.20123,0.36341,0.08411,0.06027397260273973,6.711199534775602,5.3
577,MSFT,2025-04-11,395.0,16.28,put,24,355,0.24544,-0.65244,0.01531,-0.15422,0.36333,-0.17492,0.06027397260273973,12.69146052741553,16.28
578,MSFT,2025-04-11,400.0,3.8,call,157,577,0.24041,0.27243,0.01405,-0.17553,0.32662,0.06618,0.06027397260273973,4.78753374337478,3.8
579,MSFT,2025-04-11,400.0,19.5,put,5,254,0.24269,-0.72548,0.01397,-0.13048,0.32786,-0.19561,0.06027397260273973,15.842441602145527,19.5
580,MSFT,2025-04-11,405.0,2.65,call,62,416,0.23522,0.20437,0.01226,-0.14567,0.27891,0.04984,0.06027397260273973,3.273128500306271,2.65
581,MSFT,2025-04-11,405.0,23.58,put,11,79,0.23842,-0.79224,0.01221,-0.10112,0.28164,-0.21491,0.06027397260273973,19.331871919122648,23.58
582,MSFT,2025-04-11,410.0,1.73,call,578,1042,0.23156,0.14761,0.01013,-0.11595,0.22684,0.03611,0.06027397260273973,2.16929323574675,1.73
583,MSFT,2025-04-11,410.0,27.57,put,47,119,0.22471,-0.86004,0.01007,-0.06014,0.21885,-0.23454,0.06027397260273973,22.943745484423232,27.57
584,MSFT,2025-04-11,415.0,1.07,call,29,380,0.22928,0.10312,0.00796,-0.08887,0.1765,0.02529,0.06027397260273973,1.400467610616161,1.07
585,MSFT,2025-04-11,415.0,32.6,put,3,108,0.25855,-0.86732,0.00844,-0.0704,0.211,-0.23973,0.06027397260273973,27.970889278684695,32.6
586,MSFT,2025-04-11,420.0,0.67,call,70,747,0.22897,0.07082,0.00602,-0.0667,0.13324,0.01741,0.06027397260273973,0.8976608526055543,0.67
587,MSFT,2025-04-11,420.0,36.92,put,13,57,0.27653,-0.88605,0.00709,-0.06459,0.18965,-0.24761,0.06027397260273973,32.68494996183938,36.92
588,MSFT,2025-04-11,425.0,0.43,call,45,687,0.22882,0.04722,0.00438,-0.04829,0.0969,0.01163,0.06027397260273973,0.5598273578280484,0.43
590,MSFT,2025-04-11,430.0,0.29,call,28,423,0.23278,0.03297,0.00321,-0.03655,0.07234,0.00812,0.06027397260273973,0.3732148044145376,0.29
592,MSFT,2025-04-11,435.0,0.21,call,40,181,0.23766,0.02332,0.00236,-0.02788,0.05421,0.00575,0.06027397260273973,0.2536693736915048,0.21
594,MSFT,2025-04-11,440.0,0.13,call,38,433,0.24041,0.01572,0.00167,-0.02011,0.03876,0.00388,0.06027397260273973,0.16285538413597056,0.13
596,MSFT,2025-04-11,445.0,0.1,call,10,90,0.25184,0.01301,0.00135,-0.01786,0.03294,0.00321,0.06027397260273973,0.13422994608920824,0.1
598,MSFT,2025-04-11,450.0,0.07,call,22,119,0.25763,0.00955,0.00101,-0.01394,0.02517,0.00236,0.06027397260273973,0.0955979430228373,0.07
600,MSFT,2025-04-11,455.0,0.05,call,3,33,0.26891,0.00814,0.00084,-0.01262,0.02188,0.00201,0.06027397260273973,0.08136615849028317,0.08145859044632814
602,MSFT,2025-04-11,460.0,0.07,call,1,30,0.27348,0.00591,0.00062,-0.00967,0.01651,0.00146,0.06027397260273973,0.05720074906047312,0.05724974150204342
604,MSFT,2025-04-11,465.0,0.09,call,1,10,0.27287,0.00371,0.00041,-0.00635,0.01089,0.00092,0.06027397260273973,0.033813538104389584,0.03383264275341856
606,MSFT,2025-04-11,470.0,0.04,call,2,13,0.28644,0.00354,0.00038,-0.00639,0.01045,0.00087,0.06027397260273973,0.03280558858732552,0.03282335281354556
608,MSFT,2025-04-11,475.0,0.22,call,0,27,0.2712,0.00135,0.00017,-0.00252,0.00435,0.00033,0.06027397260273973,0.010890590496794195,0.010893051770246472
610,MSFT,2025-04-11,480.0,0.03,call,0,50,0.28339,0.0013,0.00015,-0.00254,0.0042,0.00032,0.06027397260273973,0.010602389230673914,0.010604695250331586
614,MSFT,2025-04-11,490.0,0.06,call,0,1,0.30717,0.0012,0.00013,-0.00256,0.00392,0.0003,0.06027397260273973,0.010083795167994736,0.010085837136516255
616,MSFT,2025-04-11,495.0,0.1,call,0,1,0.31891,0.00116,0.00012,-0.00258,0.00381,0.00029,0.06027397260273973,0.009899152214280116,0.00990109739769022
618,MSFT,2025-04-11,500.0,0.06,call,0,7,0.33034,0.00113,0.00012,-0.00259,0.00369,0.00028,0.06027397260273973,0.00967725314543011,0.009679096662154314
628,MSFT,2025-04-11,525.0,0.05,call,0,0,0.38568,0.00098,9e-05,-0.00265,0.00324,0.00024,0.06027397260273973,0.008929807940380785,0.008931294753402859
638,MSFT,2025-04-17,210.0,174.93,call,0,521,0.82804,0.99622,0.00012,-0.04174,0.01239,0.1707,0.07671232876712329,178.69475473319227,174.93
640,MSFT,2025-04-17,215.0,168.6,call,0,222,0.99511,0.98551,0.00034,-0.09172,0.04042,0.17101,0.07671232876712329,174.0815302879305,168.6
641,MSFT,2025-04-17,215.0,0.01,put,108,127,0.63659,-0.00052,3e-05,-0.00211,0.00201,-0.00017,0.07671232876712329,0.00497790959399283,0.01
642,MSFT,2025-04-17,220.0,173.36,call,0,197,0.22075,1.0,0.0,-0.02601,0.0,0.18018,0.07671232876712329,168.66222669287214,173.36
643,MSFT,2025-04-17,220.0,0.01,put,105,10,0.61281,-0.00053,3e-05,-0.0021,0.00208,-0.00018,0.07671232876712329,0.004938675381561078,0.004939196411813833
644,MSFT,2025-04-17,225.0,156.75,call,0,1,0.73841,0.99588,0.00015,-0.04287,0.01339,0.18288,0.07671232876712329,163.7491149742008,163.85997312503835
645,MSFT,2025-04-17,225.0,0.02,put,2,129,0.58964,-0.00056,3e-05,-0.00209,0.00216,-0.00018,0.07671232876712329,0.004909119739751375,0.02
646,MSFT,2025-04-17,230.0,169.03,call,0,4,0.71219,0.99565,0.00016,-0.04364,0.01404,0.18691,0.07671232876712329,158.7693824805914,158.8821087421526
648,MSFT,2025-04-17,235.0,195.8,call,0,2,0.69299,0.9951,0.00019,-0.04558,0.01562,0.19082,0.07671232876712329,153.7962760500464,153.91785200626396
652,MSFT,2025-04-17,245.0,140.0,call,0,76,0.64207,0.99455,0.00022,-0.04707,0.01717,0.19883,0.07671232876712329,143.83669372200646,140.0
653,MSFT,2025-04-17,245.0,0.04,put,1,113,0.50122,-0.00065,4e-05,-0.00205,0.0025,-0.00021,0.07671232876712329,0.004727362176502908,0.04
654,MSFT,2025-04-17,250.0,134.06,call,1,18,0.63262,0.99324,0.00027,-0.05113,0.02078,0.20249,0.07671232876712329,138.87684200818452,139.02300988439814
656,MSFT,2025-04-17,255.0,124.21,call,0,12,0.59771,0.99358,0.00027,-0.04961,0.01985,0.2067,0.07671232876712329,133.88344085378884,134.01812759528775
658,MSFT,2025-04-17,260.0,124.61,call,1,5,0.57805,0.99286,0.00031,-0.05141,0.02182,0.21056,0.07671232876712329,128.91023056905794,129.0528697391826
660,MSFT,2025-04-17,265.0,154.23,call,0,13,0.56601,0.99137,0.00038,-0.05521,0.02576,0.21416,0.07671232876712329,123.95016520691729,124.11216807284272
662,MSFT,2025-04-17,270.0,109.1,call,0,16,0.66067,0.97538,0.00079,-0.10057,0.06345,0.21278,0.07671232876712329,119.35390529402355,119.73727003782795
663,MSFT,2025-04-17,270.0,0.09,put,205,286,0.4875,-0.00457,0.00025,-0.01171,0.01468,-0.00151,0.07671232876712329,0.04460719391412504,0.09
664,MSFT,2025-04-17,275.0,159.64,call,0,8,0.65442,0.97033,0.00094,-0.11191,0.07413,0.21515,0.07671232876712329,114.49432856135968,114.92408302361474
665,MSFT,2025-04-17,275.0,0.09,put,10,27,0.47074,-0.00526,0.00029,-0.01279,0.01662,-0.00173,0.07671232876712329,0.05022170549413141,0.050264167946126696
666,MSFT,2025-04-17,280.0,129.67,call,0,30,0.56342,0.97984,0.00079,-0.08245,0.0536,0.22257,0.07671232876712329,109.21223561864741,109.50923829341232
668,MSFT,2025-04-17,285.0,110.21,call,0,10,0.47561,0.98845,0.00058,-0.05948,0.03323,0.22959,0.07671232876712329,104.04186680093119,104.21774957675817
669,MSFT,2025-04-17,285.0,0.11,put,10,341,0.44467,-0.00775,0.00044,-0.017,0.02343,-0.00255,0.07671232876712329,0.0739361367164415,0.11
670,MSFT,2025-04-17,290.0,94.06,call,1,12,0.5032,0.97904,0.00091,-0.07973,0.0554,0.23053,0.07671232876712329,99.22070242720878,99.5000583148926
671,MSFT,2025-04-17,290.0,0.17,put,5,617,0.43293,-0.00957,0.00054,-0.0199,0.02821,-0.00315,0.07671232876712329,0.0919718726378358,0.17
672,MSFT,2025-04-17,295.0,92.54,call,0,5,0.43629,0.9857,0.00076,-0.06325,0.03996,0.23689,0.07671232876712329,94.10041905950158,94.29200751270672
673,MSFT,2025-04-17,295.0,0.22,put,3,165,0.42226,-0.01199,0.00067,-0.02357,0.0343,-0.00394,0.07671232876712329,0.11669795223150325,0.22
674,MSFT,2025-04-17,300.0,85.11,call,6,59,0.42592,0.98221,0.00094,-0.06883,0.0482,0.23983,0.07671232876712329,89.15949389676899,85.11
675,MSFT,2025-04-17,300.0,0.25,put,34,936,0.40671,-0.01407,0.0008,-0.02605,0.03942,-0.00463,0.07671232876712329,0.13483721549757766,0.25
676,MSFT,2025-04-17,305.0,104.66,call,0,7,0.4215,0.97646,0.0012,-0.07785,0.06109,0.24202,0.07671232876712329,84.25327147948661,84.51567829350947
677,MSFT,2025-04-17,305.0,0.34,put,2,111,0.39848,-0.01815,0.00102,-0.0317,0.04902,-0.00597,0.07671232876712329,0.17900918206999972,0.34
678,MSFT,2025-04-17,310.0,72.15,call,0,32,0.3997,0.97415,0.00137,-0.07944,0.06609,0.24537,0.07671232876712329,79.28469860074784,79.55212588912818
679,MSFT,2025-04-17,310.0,0.43,put,24,247,0.38354,-0.02155,0.00122,-0.03522,0.0567,-0.00708,0.07671232876712329,0.20990119050264067,0.43
680,MSFT,2025-04-17,315.0,71.3,call,0,4,0.38309,0.9699,0.00162,-0.0837,0.07501,0.24808,0.07671232876712329,74.34306453272183,74.62790998447895
681,MSFT,2025-04-17,315.0,0.5,put,3,222,0.37181,-0.02661,0.00151,-0.04069,0.06771,-0.00874,0.07671232876712329,0.2613776588633199,0.5
682,MSFT,2025-04-17,320.0,62.26,call,0,111,0.38187,0.95918,0.00209,-0.09719,0.09633,0.24862,0.07671232876712329,69.50782291762152,62.26
683,MSFT,2025-04-17,320.0,0.6,put,417,1078,0.36129,-0.0333,0.00187,-0.04753,0.08156,-0.01094,0.07671232876712329,0.3326436818558811,0.6
684,MSFT,2025-04-17,325.0,59.75,call,1,38,0.38476,0.9439,0.00267,-0.11541,0.12424,0.24762,0.07671232876712329,64.76374322968041,65.17470156234434
685,MSFT,2025-04-17,325.0,0.69,put,24,853,0.35107,-0.04176,0.00231,-0.05543,0.09811,-0.01372,0.07671232876712329,0.4253516568264324,0.69
686,MSFT,2025-04-17,330.0,59.86,call,0,72,0.35321,0.9418,0.003,-0.11153,0.12789,0.25109,0.07671232876712329,59.73802972548617,59.86
687,MSFT,2025-04-17,330.0,0.85,put,62,3132,0.33873,-0.05124,0.00282,-0.06285,0.11564,-0.01684,0.07671232876712329,0.5257837400639556,0.85
688,MSFT,2025-04-17,335.0,54.92,call,0,79,0.3433,0.92781,0.00364,-0.12266,0.15116,0.25057,0.07671232876712329,54.93478550550799,54.92
689,MSFT,2025-04-17,335.0,1.1,put,555,2377,0.32943,-0.06462,0.00348,-0.07313,0.13878,-0.02124,0.07671232876712329,0.6822892821949118,1.1
690,MSFT,2025-04-17,340.0,45.71,call,28,96,0.3561,0.89719,0.00457,-0.15214,0.1969,0.24441,0.07671232876712329,50.51066060568991,45.71
691,MSFT,2025-04-17,340.0,1.41,put,63,1339,0.31967,-0.08092,0.00427,-0.08401,0.16488,-0.02661,0.07671232876712329,0.8780890557336747,1.41
692,MSFT,2025-04-17,345.0,40.15,call,1,49,0.34376,0.87686,0.00539,-0.16322,0.22398,0.24176,0.07671232876712329,45.828852034176066,46.354440223730016
693,MSFT,2025-04-17,345.0,1.67,put,132,1582,0.31068,-0.10153,0.00519,-0.09621,0.19512,-0.03341,0.07671232876712329,1.1404957976732746,1.67
694,MSFT,2025-04-17,350.0,36.83,call,23,555,0.31373,0.86464,0.00631,-0.15998,0.23917,0.24196,0.07671232876712329,40.86146981954005,36.83
695,MSFT,2025-04-17,350.0,2.11,put,633,3164,0.30138,-0.12654,0.00627,-0.10865,0.22828,-0.04167,0.07671232876712329,1.4719530980842706,2.11
696,MSFT,2025-04-17,355.0,32.55,call,5,164,0.30672,0.83228,0.00744,-0.17496,0.27583,0.2353,0.07671232876712329,36.396944139145376,32.55
697,MSFT,2025-04-17,355.0,2.72,put,156,2455,0.29239,-0.15715,0.00748,-0.12137,0.2644,-0.0518,0.07671232876712329,1.9022447813116514,2.72
698,MSFT,2025-04-17,360.0,27.85,call,33,274,0.30458,0.7908,0.00859,-0.19305,0.31617,0.2255,0.07671232876712329,32.19811056045472,27.85
699,MSFT,2025-04-17,360.0,3.5,put,319,5041,0.28583,-0.1958,0.00879,-0.13544,0.3039,-0.06464,0.07671232876712329,2.511870462973704,3.5
700,MSFT,2025-04-17,365.0,24.3,call,11,172,0.28903,0.75228,0.00995,-0.19879,0.3477,0.21683,0.07671232876712329,27.794510818716788,24.3
701,MSFT,2025-04-17,365.0,4.47,put,454,5170,0.27699,-0.23954,0.0102,-0.1462,0.34145,-0.07918,0.07671232876712329,3.221327649809325,4.47
702,MSFT,2025-04-17,370.0,20.67,call,30,686,0.28903,0.69759,0.01098,-0.21404,0.38367,0.20245,0.07671232876712329,24.051030519763458,20.67
703,MSFT,2025-04-17,370.0,6.03,put,434,3727,0.27074,-0.29218,0.01154,-0.15646,0.37769,-0.09678,0.07671232876712329,4.199097557882581,6.03
704,MSFT,2025-04-17,375.0,16.9,call,48,199,0.26952,0.64633,0.01255,-0.21099,0.40879,0.18956,0.07671232876712329,19.858828887672985,16.9
705,MSFT,2025-04-17,375.0,7.25,put,447,5743,0.26403,-0.35136,0.01278,-0.16263,0.40783,-0.11665,0.07671232876712329,5.400300203323397,7.25
706,MSFT,2025-04-17,380.0,14.0,call,184,1033,0.26159,0.58235,0.01357,-0.21199,0.42927,0.17206,0.07671232876712329,16.322600075228763,14.0
707,MSFT,2025-04-17,380.0,9.0,put,304,11906,0.25809,-0.41695,0.01375,-0.16454,0.4291,-0.13881,0.07671232876712329,6.907911546761369,9.0
708,MSFT,2025-04-17,385.0,11.18,call,658,2142,0.25428,0.51294,0.01426,-0.20782,0.43841,0.15257,0.07671232876712329,13.11587112575262,11.18
709,MSFT,2025-04-17,385.0,11.09,put,659,4070,0.25184,-0.48722,0.0144,-0.16053,0.43842,-0.16271,0.07671232876712329,8.719367690521096,11.09
710,MSFT,2025-04-17,390.0,8.65,call,920,1974,0.24879,0.44064,0.01442,-0.19889,0.43378,0.13181,0.07671232876712329,10.32855745217904,8.65
711,MSFT,2025-04-17,390.0,13.75,put,324,4792,0.24727,-0.5599,0.01451,-0.15163,0.43369,-0.18771,0.07671232876712329,10.950391980288884,13.75
712,MSFT,2025-04-17,395.0,6.5,call,434,2698,0.24239,0.3675,0.01414,-0.18329,0.41422,0.11053,0.07671232876712329,7.870209050827469,6.5
713,MSFT,2025-04-17,395.0,16.7,put,162,3982,0.24361,-0.63173,0.01407,-0.13758,0.41451,-0.21278,0.07671232876712329,13.589456796432074,16.7
